Η.Π.Α.	Ηνωμένες Πολιτείες Αμερικής	<http://el.wikipedia.org/wiki/Ηνωμένες_Πολιτείες_Αμερικής>	<http://dbpedia.org/ontology/Country>,<http://dbpedia.org/ontology/Place>,<http://dbpedia.org/ontology/PopulatedPlace>,<http://schema.org/Country>,<http://schema.org/Place> 
Π.Α.Κ.	Πανελλήνιο Απελευθερωτικό Κίνημα	<http://el.wikipedia.org/wiki/Πανελλήνιο_Απελευθερωτικό_Κίνημα>	
Ε.Δ.Ε.Σ.	Εθνικός Δημοκρατικός Ελληνικός Σύνδεσμος	<http://el.wikipedia.org/wiki/Εθνικός_Δημοκρατικός_Ελληνικός_Σύνδεσμος>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Υ.ΕΝ.Ε.Δ.	Υπηρεσία Ενημερώσεως Ενόπλων Δυνάμεων	<http://el.wikipedia.org/wiki/Υπηρεσία_Ενημερώσεως_Ενόπλων_Δυνάμεων>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Broadcaster>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/RadioStation>,<http://schema.org/Organization>,<http://schema.org/RadioStation> 
Τ.Ε.Δ.	Υπηρεσία Ενημερώσεως Ενόπλων Δυνάμεων	<http://el.wikipedia.org/wiki/Υπηρεσία_Ενημερώσεως_Ενόπλων_Δυνάμεων>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Broadcaster>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/RadioStation>,<http://schema.org/Organization>,<http://schema.org/RadioStation> 
Ε.Ρ.Τ.	Ελληνική Ραδιοφωνία Τηλεόραση	<http://el.wikipedia.org/wiki/Ελληνική_Ραδιοφωνία_Τηλεόραση>	
Ε.Δ.	Εν διελεύσει	<http://el.wikipedia.org/wiki/Εν_διελεύσει>	<http://schema.org/CreativeWork>,<http://schema.org/Book>,<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book> 
Ε.Δ.	Ενδοπλασματικό δίκτυο	<http://el.wikipedia.org/wiki/Ενδοπλασματικό_δίκτυο>	<http://schema.org/CreativeWork>,<http://schema.org/Book>,<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book> 
Ε.Δ.	Εύδρομον	<http://el.wikipedia.org/wiki/Εύδρομον>	
Ed.	Elephants Dream	<http://el.wikipedia.org/wiki/Elephants_Dream>	<http://schema.org/CreativeWork>,<http://schema.org/Movie>,<http://dbpedia.org/ontology/Film>,<http://dbpedia.org/ontology/Work> 
Εδ.	Εν διελεύσει	<http://el.wikipedia.org/wiki/Εν_διελεύσει>	<http://schema.org/CreativeWork>,<http://schema.org/Book>,<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book> 
Εδ.	Ενδοπλασματικό δίκτυο	<http://el.wikipedia.org/wiki/Ενδοπλασματικό_δίκτυο>	<http://schema.org/CreativeWork>,<http://schema.org/Book>,<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book> 
Εδ.	Εύδρομον	<http://el.wikipedia.org/wiki/Εύδρομον>	
Ε.Α.	Electronic Arts Sports	<http://el.wikipedia.org/wiki/Electronic_Arts_Sports>	
Ε.Β.	Εγκυκλοπαίδεια Μπριτάνικα	<http://el.wikipedia.org/wiki/Εγκυκλοπαίδεια_Μπριτάνικα>	<http://schema.org/CreativeWork>,<http://schema.org/Book>,<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book> 
Ε.Φ.	Εφημερίδα	<http://el.wikipedia.org/wiki/Εφημερίδα>	
Ε.Φ.	Επιστημονική φαντασία	<http://el.wikipedia.org/wiki/Επιστημονική_φαντασία>	
Εφ.	Εφημερίδα	<http://el.wikipedia.org/wiki/Εφημερίδα>	
Εφ.	Επιστημονική φαντασία	<http://el.wikipedia.org/wiki/Επιστημονική_φαντασία>	
Γ.Σ.Α.	Γυμναστικός Σύλλογος Αλμυρού	<http://el.wikipedia.org/wiki/Γυμναστικός_Σύλλογος_Αλμυρού>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SportsTeam>,<http://dbpedia.org/ontology/BasketballTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
N.E.C.	Ν.Ε.Κ. (ποδοσφαιρικός σύλλογος)	<http://el.wikipedia.org/wiki/Ν.Ε.Κ._(ποδοσφαιρικός_σύλλογος)>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SoccerClub>,<http://dbpedia.org/ontology/SportsTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Ε.Κ.-Ν.Δ.	Ένωσις Κέντρου - Νέες Δυνάμεις	<http://el.wikipedia.org/wiki/Ένωσις_Κέντρου_-_Νέες_Δυνάμεις>	
Ε.Μ.	Eminem	<http://el.wikipedia.org/wiki/Eminem>	<http://schema.org/MusicGroup>,<http://schema.org/Person>,<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Artist>,<http://dbpedia.org/ontology/MusicalArtist>,<http://dbpedia.org/ontology/Person> 
Ε.Ν.	EN	<http://el.wikipedia.org/wiki/EN>	
Ε.Ο.	EO	<http://el.wikipedia.org/wiki/EO>	
Ε.Ζ.Ε.Σ.	Ευρωπαϊκή Ζώνη Ελευθέρων Συναλλαγών	<http://el.wikipedia.org/wiki/Ευρωπαϊκή_Ζώνη_Ελευθέρων_Συναλλαγών>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Π.Α.Μ.	Πανελλήνιο Αντιδικτατορικό Μέτωπο	<http://el.wikipedia.org/wiki/Πανελλήνιο_Αντιδικτατορικό_Μέτωπο>	
Ε.Τ.	E.T. the Extra-Terrestrial (άλμπουμ)	<http://el.wikipedia.org/wiki/E.T._the_Extra-Terrestrial_(άλμπουμ)>	<http://schema.org/CreativeWork>,<http://schema.org/MusicAlbum>,<http://dbpedia.org/ontology/Album>,<http://dbpedia.org/ontology/MusicalWork>,<http://dbpedia.org/ontology/Work> 
Ε.Τ.	.et	<http://el.wikipedia.org/wiki/.et>	
E.T.	E.T. the Extra-Terrestrial (άλμπουμ)	<http://el.wikipedia.org/wiki/E.T._the_Extra-Terrestrial_(άλμπουμ)>	<http://schema.org/CreativeWork>,<http://schema.org/MusicAlbum>,<http://dbpedia.org/ontology/Album>,<http://dbpedia.org/ontology/MusicalWork>,<http://dbpedia.org/ontology/Work> 
E.T.	.et	<http://el.wikipedia.org/wiki/.et>	
Π.Α.Σ.Π.	Πανελλήνια Αγωνιστική Σπουδαστική Παράταξη	<http://el.wikipedia.org/wiki/Πανελλήνια_Αγωνιστική_Σπουδαστική_Παράταξη>	
Α.Β.	AB	<http://el.wikipedia.org/wiki/AB>	
Α.Α.	AA	<http://el.wikipedia.org/wiki/AA>	
Α.Κ.Ε.Λ.	Ανορθωτικό Κόμμα Εργαζόμενου Λαού	<http://el.wikipedia.org/wiki/Ανορθωτικό_Κόμμα_Εργαζόμενου_Λαού>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/PoliticalParty>,<http://schema.org/Organization> 
Αι.	.ai	<http://el.wikipedia.org/wiki/.ai>	
A.I.	.ai	<http://el.wikipedia.org/wiki/.ai>	
Α.Ι.	.ai	<http://el.wikipedia.org/wiki/.ai>	
Δ.Ν.Τ.	Διεθνές Νομισματικό Ταμείο	<http://el.wikipedia.org/wiki/Διεθνές_Νομισματικό_Ταμείο>	
Α.Ο.	.ao	<http://el.wikipedia.org/wiki/.ao>	
Δρχ.	Δραχμή	<http://el.wikipedia.org/wiki/Δραχμή>	<http://dbpedia.org/ontology/Currency> 
Α.Υ.	AY	<http://el.wikipedia.org/wiki/AY>	
Α.Γ.	Αυτογκόλ	<http://el.wikipedia.org/wiki/Αυτογκόλ>	
Fl.	Floruit	<http://el.wikipedia.org/wiki/Floruit>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Flor.	Floruit	<http://el.wikipedia.org/wiki/Floruit>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Κ.β.	KB	<http://el.wikipedia.org/wiki/KB>	
S.B.	.sb	<http://el.wikipedia.org/wiki/.sb>	
Α.Π.Ο.Π.	Αθλητικός Ποδοσφαιρικός Όμιλος Πάφου	<http://el.wikipedia.org/wiki/Αθλητικός_Ποδοσφαιρικός_Όμιλος_Πάφου>	
Π.Α.Ο.Κ.	Πανθεσσαλονίκειος Αθλητικός Όμιλος Κωνσταντινουπολιτών	<http://el.wikipedia.org/wiki/Πανθεσσαλονίκειος_Αθλητικός_Όμιλος_Κωνσταντινουπολιτών>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Κ.Α.Π.	Καλαθοσφαίριση Αγίας Παρασκευής	<http://el.wikipedia.org/wiki/Καλαθοσφαίριση_Αγίας_Παρασκευής>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SportsTeam>,<http://dbpedia.org/ontology/BasketballTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Δ.Π.Θ.	Δημοκρίτειο Πανεπιστήμιο Θράκης	<http://el.wikipedia.org/wiki/Δημοκρίτειο_Πανεπιστήμιο_Θράκης>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/EducationalInstitution>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/University>,<http://schema.org/CollegeOrUniversity>,<http://schema.org/EducationalOrganization>,<http://schema.org/Organization> 
Ε.Α.Λ.	Ε.Α. Λάρισας	<http://el.wikipedia.org/wiki/Ε.Α._Λάρισας>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SportsTeam>,<http://dbpedia.org/ontology/BasketballTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Α.Ο.Ν.Α.	Α.Ο.Ν. Αργυρούπολης	<http://el.wikipedia.org/wiki/Α.Ο.Ν._Αργυρούπολης>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SportsTeam>,<http://dbpedia.org/ontology/BasketballTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Π.Χ.	Μ.Χ.	<http://el.wikipedia.org/wiki/Μ.Χ.>	
Π.Γ.Δ.Μ.	Πρώην Γιουγκοσλαβική Δημοκρατία της Μακεδονίας	<http://el.wikipedia.org/wiki/Πρώην_Γιουγκοσλαβική_Δημοκρατία_της_Μακεδονίας>	<http://dbpedia.org/ontology/Country>,<http://dbpedia.org/ontology/Place>,<http://dbpedia.org/ontology/PopulatedPlace>,<http://schema.org/Country>,<http://schema.org/Place> 
Ο.Ν.ΝΕ.Δ.	Οργάνωση Νέων Νέας Δημοκρατίας	<http://el.wikipedia.org/wiki/Οργάνωση_Νέων_Νέας_Δημοκρατίας>	
Κ.Ε.	Κοινή Χρονολογία (Χρονολόγηση)	<http://el.wikipedia.org/wiki/Κοινή_Χρονολογία_(Χρονολόγηση)>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Π.Κ.Χ.	Κοινή Χρονολογία (Χρονολόγηση)	<http://el.wikipedia.org/wiki/Κοινή_Χρονολογία_(Χρονολόγηση)>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Κ.Χ.	Κοινή Χρονολογία (Χρονολόγηση)	<http://el.wikipedia.org/wiki/Κοινή_Χρονολογία_(Χρονολόγηση)>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Π.Κ.Ε.	Κοινή Χρονολογία (Χρονολόγηση)	<http://el.wikipedia.org/wiki/Κοινή_Χρονολογία_(Χρονολόγηση)>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Ε.Υ.Π.	Εθνική Υπηρεσία Πληροφοριών	<http://el.wikipedia.org/wiki/Εθνική_Υπηρεσία_Πληροφοριών>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Αρχ.	Αρχαία ελληνική γλώσσα	<http://el.wikipedia.org/wiki/Αρχαία_ελληνική_γλώσσα>	
Αγγλ.	Αγγλική γλώσσα	<http://el.wikipedia.org/wiki/Αγγλική_γλώσσα>	<http://dbpedia.org/ontology/Language>,<http://schema.org/Language> 
Λατ.	Λατινική γλώσσα	<http://el.wikipedia.org/wiki/Λατινική_γλώσσα>	<http://dbpedia.org/ontology/Language>,<http://schema.org/Language> 
Μ.α.χ.χ.	Κοινή Χρονολογία (Χρονολόγηση)	<http://el.wikipedia.org/wiki/Κοινή_Χρονολογία_(Χρονολόγηση)>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Ε.Α.Μ.	Εθνικό Απελευθερωτικό Μέτωπο	<http://el.wikipedia.org/wiki/Εθνικό_Απελευθερωτικό_Μέτωπο>	
Ε.Σ.Σ.Δ.	Ένωση Σοβιετικών Σοσιαλιστικών Δημοκρατιών	<http://el.wikipedia.org/wiki/Ένωση_Σοβιετικών_Σοσιαλιστικών_Δημοκρατιών>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Κ.Δ.Ν.Δ.	Κώδικας Δημοσίου Ναυτικού Δικαίου	<http://el.wikipedia.org/wiki/Κώδικας_Δημοσίου_Ναυτικού_Δικαίου>	
Κ.Ι.Ν.Δ.	Κώδικας Ιδιωτικού Ναυτικού Δικαίου	<http://el.wikipedia.org/wiki/Κώδικας_Ιδιωτικού_Ναυτικού_Δικαίου>	
Δ.Α.Α.	Διεθνής Αερολιμένας Αθηνών «Ελευθέριος Βενιζέλος»	<http://el.wikipedia.org/wiki/Διεθνής_Αερολιμένας_Αθηνών_«Ελευθέριος_Βενιζέλος»>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Α.Ε.Ε.	Ανθρωπολογική Εταιρεία Ελλάδος	<http://el.wikipedia.org/wiki/Ανθρωπολογική_Εταιρεία_Ελλάδος>	
Εκκλ.	Εκκλησία	<http://el.wikipedia.org/wiki/Εκκλησία>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Ο.Α.Κ.Α.	Ολυμπιακό Αθλητικό Κέντρο Αθηνών "Σπύρος Λούης"	<http://el.wikipedia.org/wiki/Ολυμπιακό_Αθλητικό_Κέντρο_Αθηνών_%22Σπύρος_Λούης%22>	
Ε.Π.Ο.	Ελληνική Ποδοσφαιρική Ομοσπονδία	<http://el.wikipedia.org/wiki/Ελληνική_Ποδοσφαιρική_Ομοσπονδία>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SportsLeague>,<http://dbpedia.org/ontology/SoccerLeague>,<http://schema.org/Organization> 
Η.Σ.Α.Π.	Ηλεκτρικοί Σιδηρόδρομοι Αθηνών - Πειραιώς	<http://el.wikipedia.org/wiki/Ηλεκτρικοί_Σιδηρόδρομοι_Αθηνών_-_Πειραιώς>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Ο.Η.Ε.	Οργανισμός Ηνωμένων Εθνών	<http://el.wikipedia.org/wiki/Οργανισμός_Ηνωμένων_Εθνών>	
Α.Π.Ο.Ε.Λ.	Αθλητικός Ποδοσφαιρικός Όμιλος Ελλήνων Λευκωσίας	<http://el.wikipedia.org/wiki/Αθλητικός_Ποδοσφαιρικός_Όμιλος_Ελλήνων_Λευκωσίας>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SoccerClub>,<http://dbpedia.org/ontology/SportsTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Α.Π.Θ.	Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης	<http://el.wikipedia.org/wiki/Αριστοτέλειο_Πανεπιστήμιο_Θεσσαλονίκης>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/EducationalInstitution>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/University>,<http://schema.org/CollegeOrUniversity>,<http://schema.org/EducationalOrganization>,<http://schema.org/Organization> 
T.R.I.P.S.	Συμφωνία για τα δικαιώματα πνευματικής ιδιοκτησίας στον τομέα του εμπορίου	<http://el.wikipedia.org/wiki/Συμφωνία_για_τα_δικαιώματα_πνευματικής_ιδιοκτησίας_στον_τομέα_του_εμπορίου>	
C.C.D.	Charge-coupled device	<http://el.wikipedia.org/wiki/Charge-coupled_device>	
A.H.	Έτος Εγίρας	<http://el.wikipedia.org/wiki/Έτος_Εγίρας>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
ΛΑ.Ο.Σ.	Λαϊκός Ορθόδοξος Συναγερμός	<http://el.wikipedia.org/wiki/Λαϊκός_Ορθόδοξος_Συναγερμός>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/PoliticalParty>,<http://schema.org/Organization> 
Π.Γ.Δ.M.	Πρώην Γιουγκοσλαβική Δημοκρατία της Μακεδονίας	<http://el.wikipedia.org/wiki/Πρώην_Γιουγκοσλαβική_Δημοκρατία_της_Μακεδονίας>	<http://dbpedia.org/ontology/Country>,<http://dbpedia.org/ontology/Place>,<http://dbpedia.org/ontology/PopulatedPlace>,<http://schema.org/Country>,<http://schema.org/Place> 
Β.Ο.Α.Κ.	Βόρειος Οδικός Άξονας Κρήτης	<http://el.wikipedia.org/wiki/Βόρειος_Οδικός_Άξονας_Κρήτης>	
Δ.Ε.Π.	Διδακτικό και Ερευνητικό Προσωπικό	<http://el.wikipedia.org/wiki/Διδακτικό_και_Ερευνητικό_Προσωπικό>	
Ε.Ε.Π.	Επιθεώρηση Εμπορικών Πλοίων	<http://el.wikipedia.org/wiki/Επιθεώρηση_Εμπορικών_Πλοίων>	
Ε.Κ.	EK	<http://el.wikipedia.org/wiki/EK>	
A.M.	Anno Mundi	<http://el.wikipedia.org/wiki/Anno_Mundi>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Συντμ.	Συντομογραφία	<http://el.wikipedia.org/wiki/Συντομογραφία>	
Ο.Φ.Η.	Όμιλος Φιλάθλων Ηρακλείου	<http://el.wikipedia.org/wiki/Όμιλος_Φιλάθλων_Ηρακλείου>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SoccerClub>,<http://dbpedia.org/ontology/SportsTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Ν.Α.Τ.	Ναυτικό Απομαχικό Ταμείο	<http://el.wikipedia.org/wiki/Ναυτικό_Απομαχικό_Ταμείο>	
Ε.Μ.Υ.	Εθνική Μετεωρολογική Υπηρεσία	<http://el.wikipedia.org/wiki/Εθνική_Μετεωρολογική_Υπηρεσία>	
Π.Ο.Λ.	Πεζοπορικός Όμιλος Λάρνακας	<http://el.wikipedia.org/wiki/Πεζοπορικός_Όμιλος_Λάρνακας>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SoccerClub>,<http://dbpedia.org/ontology/SportsTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
Ε.Π.Α.	Ε.Π.Α. Λάρνακας	<http://el.wikipedia.org/wiki/Ε.Π.Α._Λάρνακας>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/SoccerClub>,<http://dbpedia.org/ontology/SportsTeam>,<http://schema.org/Organization>,<http://schema.org/SportsTeam> 
ΔΗ.ΣΥ.	Δημοκρατικός Συναγερμός	<http://el.wikipedia.org/wiki/Δημοκρατικός_Συναγερμός>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/PoliticalParty>,<http://schema.org/Organization> 
ΔΗ.ΚΟ.	Δημοκρατικό Κόμμα (Κύπρος)	<http://el.wikipedia.org/wiki/Δημοκρατικό_Κόμμα_(Κύπρος)>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/PoliticalParty>,<http://schema.org/Organization> 
Π.Ν.Ο.	Πανελλήνια Ναυτική Ομοσπονδία	<http://el.wikipedia.org/wiki/Πανελλήνια_Ναυτική_Ομοσπονδία>	
Ε.Ο.Κ.Α.	Εθνική Οργάνωσις Κυπρίων Αγωνιστών	<http://el.wikipedia.org/wiki/Εθνική_Οργάνωσις_Κυπρίων_Αγωνιστών>	
W.M.O.	Παγκόσμιος Μετεωρολογικός Οργανισμός	<http://el.wikipedia.org/wiki/Παγκόσμιος_Μετεωρολογικός_Οργανισμός>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Organisation>,<http://schema.org/Organization> 
Κ.τ.Ε.	Κοινωνία των Εθνών	<http://el.wikipedia.org/wiki/Κοινωνία_των_Εθνών>	
L.H.A.	Ωρική γωνία	<http://el.wikipedia.org/wiki/Ωρική_γωνία>	
G.H.A.	Ωρική γωνία	<http://el.wikipedia.org/wiki/Ωρική_γωνία>	
S.H.A.	Ωρική γωνία	<http://el.wikipedia.org/wiki/Ωρική_γωνία>	
Ε.Ρ.Ε.	Εθνική Ριζοσπαστική Ένωσις	<http://el.wikipedia.org/wiki/Εθνική_Ριζοσπαστική_Ένωσις>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Σ.Ε.Α.Π.	Σχολή Εφέδρων Αξιωματικών Πεζικού	<http://el.wikipedia.org/wiki/Σχολή_Εφέδρων_Αξιωματικών_Πεζικού>	
Ε.Σ.ΚΑ.ΝΑ.	Ένωση Σωματείων Καλαθοσφαίρισης Νότιας Αττικής	<http://el.wikipedia.org/wiki/Ένωση_Σωματείων_Καλαθοσφαίρισης_Νότιας_Αττικής>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/WrittenWork>,<http://purl.org/ontology/bibo/Book>,<http://dbpedia.org/ontology/Book>,<http://schema.org/CreativeWork>,<http://schema.org/Book> 
Λ.Ο.Κ.	Λόχος Ορεινών Καταδρομών	<http://el.wikipedia.org/wiki/Λόχος_Ορεινών_Καταδρομών>	
Ε.Δ.Α.Δ.	Ευρωπαϊκό Δικαστήριο Ανθρωπίνων Δικαιωμάτων	<http://el.wikipedia.org/wiki/Ευρωπαϊκό_Δικαστήριο_Ανθρωπίνων_Δικαιωμάτων>	
Χ.Α.	Χρηματιστήριο Αθηνών	<http://el.wikipedia.org/wiki/Χρηματιστήριο_Αθηνών>	
T.E.I.	Τεχνολογικό Εκπαιδευτικό Ίδρυμα	<http://el.wikipedia.org/wiki/Τεχνολογικό_Εκπαιδευτικό_Ίδρυμα>	
Ελλ.	Ελληνική γλώσσα	<http://el.wikipedia.org/wiki/Ελληνική_γλώσσα>	<http://dbpedia.org/ontology/Language>,<http://schema.org/Language> 
Ε.Λ.Δ.	Ένωση Λαϊκής Δημοκρατίας	<http://el.wikipedia.org/wiki/Ένωση_Λαϊκής_Δημοκρατίας>	
Αμήν.	Αμήν (ταινία)	<http://el.wikipedia.org/wiki/Αμήν_(ταινία)>	<http://dbpedia.org/ontology/Film>,<http://dbpedia.org/ontology/Work>,<http://schema.org/CreativeWork>,<http://schema.org/Movie> 
Δ.Ε.Η.	Δημόσια Επιχείρηση Ηλεκτρισμού	<http://el.wikipedia.org/wiki/Δημόσια_Επιχείρηση_Ηλεκτρισμού>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Company>,<http://dbpedia.org/ontology/Organisation>,<http://schema.org/Organization> 
Ο.Τ.Ε.	Οργανισμός Τηλεπικοινωνιών Ελλάδος	<http://el.wikipedia.org/wiki/Οργανισμός_Τηλεπικοινωνιών_Ελλάδος>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Company>,<http://dbpedia.org/ontology/Organisation>,<http://schema.org/Organization> 
Ψ.Ν.Π.Ο.	Φωτεινά Πιερίας	<http://el.wikipedia.org/wiki/Φωτεινά_Πιερίας>	<http://dbpedia.org/ontology/Place>,<http://dbpedia.org/ontology/PopulatedPlace>,<http://dbpedia.org/ontology/Settlement>,<http://dbpedia.org/ontology/Village>,<http://schema.org/Place> 
Εβρ.	Εβραϊκή γλώσσα	<http://el.wikipedia.org/wiki/Εβραϊκή_γλώσσα>	<http://dbpedia.org/ontology/Language>,<http://schema.org/Language> 
